Report Number,Title of Report,Classification,Date,Formula,Year,Month,Season,latitude,longitude,State,Country,Region
38902,Report 38902: Hunters come across an unknown track line with an incredible stride near Tower,Class B,2013-01-08T12:00:00Z,2013,2013,January,Winter,45.31915,-84.30746,MI,United States,Midwest
43889,Report 43889: Hunter has unnerving experience at Bear Den Lake NE of Gaylord,Class B,2012-03-15T12:00:00Z,2012,2012,March,Spring,45.22039,-84.21035,MI,United States,Midwest
35224,Report 35224: Possible sighting and vocalizations heard by a young man near Hillman,Class B,2009-06-15T12:00:00Z,2009,2009,June,Summer,45.0635,-83.9205,MI,United States,Midwest
30789,Report 30789: Possible vocalizations heard from woods on a family farm outside Alpena,Class B,2011-11-03T12:00:00Z,2011,2011,November,Fall,45.1365,-83.5175,MI,United States,Midwest
29675,Report 29675: Daylight multi-witness road-crossing sighting just outside Gladstone (MI-UP),Class A,1997-10-13T12:00:00Z,1997,1997,October,Fall,45.87165,-87.02158,MI,United States,Midwest
20173,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",Class A,1979-06-01T12:00:00Z,1979,1979,June,Summer,45.91515,-84.87524,MI,United States,Midwest
24238,Report 24238: Man recalls multi-witness sighting in teen years near Manistique,Class A,1962-04-01T12:00:00Z,1962,1962,April,Spring,45.964,-86.1437,MI,United States,Midwest
20202,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,Class A,1982-10-01T12:00:00Z,1982,1982,October,Fall,45.9642,-87.3289,MI,United States,Midwest
20002,Report 20002: Afternoon highway crossing near Felch,Class A,1965-07-01T12:00:00Z,1965,1965,July,Summer,46.01398,-87.98718,MI,United States,Midwest
20100,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),Class A,1990-10-01T12:00:00Z,1990,1990,October,Fall,46.09045,-87.48289,MI,United States,Midwest
44437,Report 44437: Possible daytime road crossing within the Sylvania Wilderness Area,Class B,2012-07-15T12:00:00Z,2012,2012,July,Summer,46.25,-89.5,MI,United States,Midwest
24127,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Class A,2002-09-15T12:00:00Z,2002,2002,September,Fall,46.18968,-85.97613,MI,United States,Midwest
31025,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Class A,2010-08-15T12:00:00Z,2010,2010,August,Summer,46.19183,-86.21193,MI,United States,Midwest
20579,Report 20579: Possible Sighting by Deer Hunter in the Ottawa National Forest,Class B,1996-11-17T12:00:00Z,1996,1996,November,Fall,46.2803,-88.7751,MI,United States,Midwest
29549,Report 29549: Memory told of a possible daylight sighting while driving deer on a farm east of Iron River,Class B,1960-10-31T12:00:00Z,1960,1960,October,Fall,46.10294,-88.45181,MI,United States,Midwest
19936,Report 19936: Possible footprints found in snow outside Marquette,Class B,2004-01-22T12:00:00Z,2004,2004,January,Winter,46.52545,-87.5034,MI,United States,Midwest
55598,Report 55598: Trapper has a daylight sighting while driving near Wakefield,Class A,2016-08-15T12:00:00Z,2016,2016,August,Summer,46.3018,-89.91997,MI,United States,Midwest
17348,Report 17348: Possible tracks in snow near Gwinn,Class B,2007-01-19T12:00:00Z,2007,2007,January,Winter,46.34445,-87.3459,MI,United States,Midwest
22973,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Class A,1993-06-07T12:00:00Z,1993,1993,June,Summer,46.3126,-86.5228,MI,United States,Midwest
59590,Report 59590: Possible vocalization outside Rock MI near western edge of Hiawatha National Forest,Class B,2018-05-30T12:00:00Z,2018,2018,May,Spring,46.06728,-87.15701,MI,United States,Midwest
20457,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,Class A,1977-01-01T12:00:00Z,1977,1977,January,Winter,46.34575,-85.95865,MI,United States,Midwest
28897,Report 28897: Memory told of a possible daylight sighting while playing in the woods in Eben Junction,Class B,1944-07-01T12:00:00Z,1944,1944,July,Summer,46.35503,-86.97,MI,United States,Midwest
5694,Report 5694: Campers have strange encounter near swamp in the Upper Peninsula,Class B,1986-07-15T12:00:00Z,1986,1986,July,Summer,46.01278,-86.81917,MI,United States,Midwest
28373,Report 28373: Woman recalls her early morning sighting of a sasquatch east of Brimley,Class A,2011-02-21T12:00:00Z,2011,2011,February,Winter,46.37165,-84.91665,MI,United States,Midwest
20043,Report 20043: Possible footprint and chatter outside Wetmore,Class B,2007-06-01T12:00:00Z,2007,2007,June,Summer,46.159,-86.611,MI,United States,Midwest
19961,Report 19961: Possible knocking heard in Pictured Rocks National Lakeshore,Class B,2007-06-14T12:00:00Z,2007,2007,June,Summer,46.4722,-86.5367,MI,United States,Midwest
7096,Report 7096: Bikers have daylight sighting near Marquette.,Class A,1996-07-14T12:00:00Z,1996,1996,July,Summer,46.47182,-87.42407,MI,United States,Midwest
3525,Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Class B,1972-02-25T12:00:00Z,1972,1972,February,Winter,46.52889,-85.49639,MI,United States,Midwest
48695,Report 48695: Fisherman finds possible footprints on the Carp River north of St. Ignace,Class B,2015-05-10T12:00:00Z,2015,2015,May,Spring,46.01793,-84.72002,MI,United States,Midwest
19938,Report 19938: Teenager views runner covered in hair near Michigamme,Class A,1971-07-15T12:00:00Z,1971,1971,July,Summer,46.5244,-88.16701,MI,United States,Midwest
21271,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A,1986-07-01T12:00:00Z,1986,1986,July,Summer,46.56725,-85.589,MI,United States,Midwest
23929,Report 23929: Dusk sighting by two women near Three Lakes (w/sketch by artist),Class A,1970-09-01T12:00:00Z,1970,1970,September,Fall,46.56913,-88.28403,MI,United States,Midwest
30902,Report 30902: Nighttime sighting on CR550 outside Marquette,Class A,2002-11-15T12:00:00Z,2002,2002,November,Fall,46.60424,-87.46171,MI,United States,Midwest
2787,Report 2787: Horseback rider has close range sighting in jackpine forest,Class A,1991-08-01T12:00:00Z,1991,1991,August,Summer,46.61183,-87.73236,MI,United States,Midwest
475,Report 475: Rock hunters watch tall upright figure along Lake Superior near Newberry,Class B,2005-07-15T12:00:00Z,2005,2005,July,Summer,46.71195,-85.38834,MI,United States,Midwest
5137,Report 5137: Scientist hears nocturnal vocalizations near Ontanagon.,Class B,2002-07-20T12:00:00Z,2002,2002,July,Summer,46.87111,-89.31389,MI,United States,Midwest
3388,Report 3388: Father and sons hear screams while deerhunting near Gay,Class B,2001-11-15T12:00:00Z,2001,2001,November,Fall,47.232,-88.16361,MI,United States,Midwest
4379,Report 4379: Two witnesses have a daylight encounter in their camp near Spring Valley,Class A,2002-05-19T12:00:00Z,2002,2002,May,Spring,43.80075,-92.36145,MN,United States,Midwest
13049,Report 13049: Daylight sighting by squirrel hunter near Spring Valley,Class A,2005-10-08T12:00:00Z,2005,2005,October,Fall,43.80075,-92.36145,MN,United States,Midwest
24794,Report 24794: Man tells of a possible nighttime encounter while burning garbage near Long Prairie,Class B,1989-04-22T12:00:00Z,1989,1989,April,Spring,45.95602,-94.87069,MN,United States,Midwest
17551,"Report 17551: Daylight sighting by a couple, on a frozen lake near Centerville.",Class A,2000-02-21T12:00:00Z,2000,2000,February,Winter,45.1836,-93.06226,MN,United States,Midwest
58895,Report 58895: Nighttime sighting by a motorist near the city of Rice,Class A,2018-03-17T12:00:00Z,2018,2018,March,Spring,45.8,-94.27725,MN,United States,Midwest
27028,Report 27028: A man is woken by a whoop near his home and a few months later sees an upright creature run past his barn,Class B,2004-06-01T12:00:00Z,2004,2004,June,Summer,46.02361,-92.88618,MN,United States,Midwest
19655,Report 19655: Possible vocalizations south of Sturgeon Lake.,Class B,2007-06-10T12:00:00Z,2007,2007,June,Summer,46.3666,-92.84309,MN,United States,Midwest
17900,Report 17900: Possible daylight sighting by motorist on a gravel road south of Sturgeon Lake,Class B,2007-02-23T12:00:00Z,2007,2007,February,Winter,46.3725,-92.83521,MN,United States,Midwest
25323,Report 25323: A family is chased by a sasquatch near Wadena.,Class A,1992-08-15T12:00:00Z,1992,1992,August,Summer,46.50385,-95.11484,MN,United States,Midwest
24426,Report 24426: Local people record strange primate vocalizations in remote woods north of Nimrod (w/ recordings),Class B,2008-08-11T12:00:00Z,2008,2008,August,Summer,46.67197,-94.80162,MN,United States,Midwest
9796,Report 9796: Man recalls multiple witness incident as a teenager camping south of Cloquet,Class B,1977-09-03T12:00:00Z,1977,1977,September,Fall,46.69303,-92.49979,MN,United States,Midwest
33137,Report 33137: Husband and wife have bedtime visitors at their window near Emily,Class B,1978-09-01T12:00:00Z,1978,1978,September,Fall,46.78149,-93.81888,MN,United States,Midwest
62558,Report 62558: Hunter's sighting near gravel pits outside Floodwood,Class A,2019-07-25T12:00:00Z,2019,2019,July,Summer,46.92417,-92.83774,MN,United States,Midwest
24089,Report 24089: Witness hears loud screams and foot steps while camping near Laporte,Class B,2008-06-21T12:00:00Z,2008,2008,June,Summer,47.1589,-94.83755,MN,United States,Midwest
9012,Report 9012: Vocalizations heard and animal observed near Hibbing.,Class A,2004-07-17T12:00:00Z,2004,2004,July,Summer,47.27147,-93.02428,MN,United States,Midwest
29435,Report 29435: Woman and friend watch a tall animal walk oddly across a mine hill in Calumet,Class B,2009-07-11T12:00:00Z,2009,2009,July,Summer,47.31732,-93.28008,MN,United States,Midwest
17545,Report 17545: Possible nighttime sighting by motorist near Ball Club,Class B,2006-06-20T12:00:00Z,2006,2006,June,Summer,47.323,-93.9137,MN,United States,Midwest
14942,Report 14942: County workers find possible footprints near Bena,Class B,2006-06-06T12:00:00Z,2006,2006,June,Summer,47.3304,-94.1211,MN,United States,Midwest
44793,Report 44793: US Forest Service employee unnerved by possible vocalizations near Lydick Lake,Class B,2011-08-11T12:00:00Z,2011,2011,August,Summer,47.39974,-94.41713,MN,United States,Midwest
43975,Report 43975: Daylight sighting while scouting hunting locations near Skibo,Class A,2012-09-03T12:00:00Z,2012,2012,September,Fall,47.4284,-92.01759,MN,United States,Midwest
25336,Report 25336: Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji,Class A,2010-12-04T12:00:00Z,2010,2010,December,Winter,47.43842,-94.98708,MN,United States,Midwest
46817,Report 46817: Hunter scouting locations has a possible encounter near Buhl,Class B,2014-10-23T12:00:00Z,2014,2014,October,Fall,47.47025,-92.75357,MN,United States,Midwest
45911,Report 45911: Family experiences possible activity outside their home near Bemidji,Class B,2014-07-15T12:00:00Z,2014,2014,July,Summer,47.48271,-95.05023,MN,United States,Midwest
14493,"Report 14493: Teen has a daylight encounter while hunting near Big Lake, Bemidji",Class B,1983-11-23T12:00:00Z,1983,1983,November,Fall,47.4914,-94.57375,MN,United States,Midwest
69601,"Report 69601: Grouse hunter describes encounter with a sasquatch 11 southwest of Grand Rapids, MN",Class A,1999-09-15T12:00:00Z,1999,1999,September,Fall,47.49753,-93.61481,MN,United States,Midwest
31166,Report 31166: Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey,Class A,2009-08-16T12:00:00Z,2009,2009,August,Summer,47.5,-93,MN,United States,Midwest
27676,Report 27676: Possible brief sighting by a motorist outside Mountain Iron,Class B,2009-10-18T12:00:00Z,2009,2009,October,Fall,47.51591,-92.6349,MN,United States,Midwest
49518,Report 49518: Biped sighted crossing road at night near Lake Bemidji,Class B,2013-12-18T12:00:00Z,2013,2013,December,Winter,47.52413,-94.88525,MN,United States,Midwest
28711,Report 28711: Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk,Class A,1970-11-01T12:00:00Z,1970,1970,November,Fall,47.52522,-93.25262,MN,United States,Midwest
16566,Report 16566: Dusk sighting by cyclist north of the town of Virginia,Class A,2006-11-10T12:00:00Z,2006,2006,November,Fall,47.5754,-92.53,MN,United States,Midwest
40293,Report 40293: Cabin owner discovers possible footprint trail across lake and onto property near Bigfork,Class B,2013-03-03T12:00:00Z,2013,2013,March,Spring,47.65885,-93.75745,MN,United States,Midwest
48930,Report 48930: Strange incident while taking photos in the Lost Forty SNA,Class B,2015-06-03T12:00:00Z,2015,2015,June,Summer,47.76524,-94.07877,MN,United States,Midwest
59346,Report 59346: Daytime road crossing on MN-73 near the town of Cook,Class A,2018-07-17T12:00:00Z,2018,2018,July,Summer,47.83334,-92.92708,MN,United States,Midwest
10620,Report 10620: Footprints found in the snow in Red Lake.,Class B,2005-02-06T12:00:00Z,2005,2005,February,Winter,47.8764,-95.0168,MN,United States,Midwest
67381,Report 67381: Sasquatch sighting by motorist 5 miles west of Ely,Class A,2020-11-09T12:00:00Z,2020,2020,November,Fall,47.87965,-91.97748,MN,United States,Midwest
18221,Report 18221: Snowmobilers find several sets of large tracks on the Gun Flint Trail (w/photos),Class B,2007-03-11T12:00:00Z,2007,2007,March,Spring,48.0607,-90.58915,MN,United States,Midwest
26348,Report 26348: Bipedal sounding pacing and possible vocalizations heard by Boy Scout leader and Scouts at Quetico Provincial Park,Class B,2009-07-13T12:00:00Z,2009,2009,July,Summer,48.0715,-91.41945,MN,United States,Midwest
42295,Report 42295: Possible encounter makes campers leave Lake Jeanette campground near Orr,Class B,2013-06-28T12:00:00Z,2013,2013,June,Summer,48.1316,-92.296,MN,United States,Midwest
35281,Report 35281: Unknown nighttime visitor at a campsite on Lake Jeannette,Class B,2011-08-22T12:00:00Z,2011,2011,August,Summer,48.13826,-92.2895,MN,United States,Midwest
28935,Report 28935: Airman recalls diverse encounters on excursion into Boundary Waters Canoe Area Wilderness,Class B,1986-05-17T12:00:00Z,1986,1986,May,Spring,48.1784,-92.12065,MN,United States,Midwest
23367,Report 23367: Hunter has a close but brief encounter in a hazelnut bog near Middle River,Class B,1978-11-04T12:00:00Z,1978,1978,November,Fall,48.52579,-96.28425,MN,United States,Midwest
10734,"Report 10734: Man recalls childhood incident, possible sighting outside home near Fort Frances",Class B,2007-02-05T12:00:00Z,2007,2007,February,Winter,48.60873,-93.33372,MN,United States,Midwest
42596,Report 42596: Possible daybreak sighting by a motorist in farm country north of Badger,Class B,2013-04-09T12:00:00Z,2013,2013,April,Spring,48.8572,-96.0073,MN,United States,Midwest
40177,Report 40177: Early morning road crossing north of Branson,Class A,2013-10-15T12:00:00Z,2013,2013,October,Fall,36.39835,-93.14626,MO,United States,Midwest
25874,Report 25874: Possible late night encounter by canoeists on Flat Creek near Piney Creek Wilderness,Class B,2008-07-04T12:00:00Z,2008,2008,July,Summer,36.7279,-93.6383,MO,United States,Midwest
56937,Report 56937: Motorist sighting of grayish-white sasquatch 3 miles east of Winona,Class A,2012-05-16T12:00:00Z,2012,2012,May,Spring,36.469,-91.154,MO,United States,Midwest
